103	433
103	1266
164	896
164	3260
164	3703
258	1715
258	1473
258	1695
258	2389
258	1987
258	3317
258	579
258	952
330	2894
330	2502
330	263
330	2192
330	3523
330	1387
330	1535
330	2033
330	1898
263	1247
263	3893
11	2025
11	2991
11	2615
11	448
11	2961
11	2592
11	1783
11	2313
11	3659
11	3546
313	936
313	4417
313	3598
313	78
313	1039
313	659
313	2404
313	2763
313	2024
313	4415
313	4296
313	1323
313	2072
313	2746
313	3339
313	3011
313	3099
313	3195
313	3036
313	2666
313	3812
313	1653
313	2317
313	1743
313	2453
313	3406
313	1035
313	2989
313	1195
313	187
313	4447
313	2451
313	2187
313	3447
313	3861
313	2516
313	3129
313	2527
313	3831
313	488
313	684
313	2637
313	2707
313	1950
313	1730
313	4344
313	2321
313	1539
313	1662
313	316
313	965
313	4020
313	702
313	3562
313	847
313	3373
313	4303
313	2238
313	2375
313	3810
313	2469
232	4107
232	3738
232	3
232	1451
232	3990
232	2605
232	1198
223	1256
223	2445
223	444
223	363
223	2522
223	1917
223	797
223	1370
223	1897
223	2458
223	2957
223	3462
223	4481
223	2705
223	791
223	1993
223	3954
223	2971
223	3792
223	1545
223	3755
223	1404
223	3813
223	4220
223	897
223	1794
223	714
223	813
223	4322
223	4361
223	2360
223	3584
223	900
223	1049
223	2844
43	3628
43	4293
44	3437
44	1888
44	1018
44	160
169	1838
169	1212
169	1221
169	3729
144	558
144	1216
144	2128
144	587
144	4244
144	437
144	2334
39	2665
39	4123
39	4069
39	3756
39	1848
251	469
251	621
151	2887
151	4032
151	3656
151	2854
151	4330
151	2154
151	998
151	2023
151	2786
151	2353
197	4395
197	1427
197	4111
197	3595
197	3142
197	1985
197	422
197	4041
197	824
128	2157
128	691
128	3470
128	4327
128	970
86	558
86	4246
86	144
86	1216
86	3647
86	2744
86	1703
86	2680
86	3345
86	3325
86	3160
86	150
86	1090
86	1940
86	2244
86	2809
86	1491
86	632
86	3153
86	2128
86	587
86	4244
86	437
86	2760
86	835
86	3262
86	593
86	1058
86	1089
86	2204
86	2334
86	3976
86	4306
86	2180
86	3607
86	1895
86	3972
86	4439
86	3700
72	2650
55	887
55	3374
55	3057
55	3317
55	936
55	2926
55	3326
55	2025
55	2991
55	11
55	2615
55	448
55	2961
55	2592
55	1783
55	2313
55	797
55	3484
55	3437
55	1888
55	1817
55	2117
55	4333
55	2887
55	4032
55	3656
55	2854
55	4330
55	151
55	2154
55	2964
55	2157
55	691
55	3470
55	4327
55	970
55	128
55	1117
55	3775
55	4237
55	3296
55	2394
55	1157
55	2489
55	948
55	277
55	2340
55	2897
55	2302
55	83
55	4422
55	3460
55	2895
55	3282
55	989
55	4362
55	992
55	2641
55	1464
55	3036
55	2834
55	23
55	219
55	110
55	2666
55	1588
55	4286
55	1420
55	161
55	681
55	305
55	1458
55	3431
55	3475
55	259
55	3953
55	3742
55	3457
55	315
55	3356
55	1530
55	1768
55	1792
55	1080
55	1062
55	525
55	3994
55	4146
55	303
55	4098
55	2773
55	3367
55	3205
55	3751
55	3386
55	1934
55	2479
55	58
55	3879
55	3406
55	1404
55	3813
55	4220
55	3730
55	1526
55	2775
55	4305
55	4300
55	2505
55	1250
55	3441
55	3295
55	2640
55	2132
55	3726
55	2005
55	3718
55	183
55	113
55	434
55	1074
55	4322
55	2660
55	952
55	1190
55	2629
55	3522
55	3828
55	2724
55	4335
55	1704
55	4100
55	539
55	3415
55	3681
55	95
55	4356
55	2031
55	2515
55	269
55	1051
55	3031
55	145
55	1499
55	4149
55	3233
55	2121
55	3766
55	3650
55	2451
55	2821
55	2668
55	1398
55	1133
55	167
55	4361
55	2581
55	4173
55	3449
55	1177
55	1974
55	4101
55	3155
55	1871
55	1962
55	1551
55	443
55	60
55	3305
55	1802
55	2330
55	4145
55	260
55	3919
55	3896
55	1719
55	2916
55	1586
55	3768
55	2805
55	4270
55	2800
55	2360
55	283
55	3754
55	2393
55	3108
55	2242
55	3184
55	2784
55	3568
55	3840
55	3483
55	1973
55	2264
55	343
55	1539
55	3419
55	3584
55	1181
55	1058
55	4113
55	1767
55	3336
55	2708
55	4174
55	160
55	2795
55	1662
55	2446
55	1778
55	900
55	2388
55	3156
